"Date","Repo","Reverse Repo"
"12/08/2008","0","0"
"11/08/2008","0","0"
"08/08/2008","0","0"
"07/08/2008","0","0"
"06/08/2008","0","0"
"05/08/2008","0","0"
"04/08/2008","6.875","0"
"01/08/2008","0","0"
"31/07/2008","0","0"
"30/07/2008","0","0"
"29/07/2008","0","0"
"28/07/2008","7.57","0"
"25/07/2008","0","0"
"24/07/2008","0","0"
"23/07/2008","0","0"
"22/07/2008","0","0"
"21/07/2008","0","0"
"18/07/2008","0","0"
"17/07/2008","0","0"
"16/07/2008","0","0"
"15/07/2008","7.35","0"
"14/07/2008","7.355","0"
"11/07/2008","7.222","0"
"10/07/2008","7.23","0"
"09/07/2008","7.25","0"
"08/07/2008","7.25","0"
"07/07/2008","7.303","0"
"04/07/2008","7.336","0"
"03/07/2008","7.399","0"
"02/07/2008","7.461","0"
"01/07/2008","7.261","0"
"30/06/2008","7.08","0"
"27/06/2008","7","0"
"26/06/2008","7.285","0"
"25/06/2008","7.6","0"
"24/06/2008","7.75","0"
"23/06/2008","0","0"
"20/06/2008","0","0"
"19/06/2008","7.614","0"
"18/06/2008","0","0"
"17/06/2008","7.582","0"
"16/06/2008","7.617","0"
"13/06/2008","7.3085","0"
"12/06/2008","7.629","0"
"11/06/2008","0","0"
"10/06/2008","0","0"
"09/06/2008","6.541","0"
"06/06/2008","6.65","0"
"05/06/2008","0","0"
"04/06/2008","6.987","0"
"03/06/2008","6.65","0"
"30/05/2008","7.373","0"
"29/05/2008","7.296","0"
"28/05/2008","0","0"
"27/05/2008","7.007","0"
"26/05/2008","7.06","0"
"23/05/2008","7.65","0"
"22/05/2008","7.65","0"
"21/05/2008","7.65","0"
"20/05/2008","0","0"
"19/05/2008","0","0"
"16/05/2008","0","0"
"15/05/2008","0","0"
"14/05/2008","0","0"
"13/05/2008","7.65","0"
"12/05/2008","0","0"
"09/05/2008","0","0"
"08/05/2008","0","0"
"07/05/2008","0","0"
"06/05/2008","0","0"
"05/05/2008","0","0"
"02/05/2008","7","0"
"01/05/2008","0","0"
"30/04/2008","0","0"
"29/04/2008","6.8","0"
"28/04/2008","6.807","0"
"25/04/2008","6.731","0"
"24/04/2008","6.743","0"
"23/04/2008","6.756","0"
"22/04/2008","6.804","0"
"21/04/2008","6.754","0"
"18/04/2008","6.705","0"
"17/04/2008","6.705","0"
"16/04/2008","6.671","0"
"15/04/2008","6.613","0"
"14/04/2008","6.638","0"
"11/04/2008","6.62","0"
"10/04/2008","6.6","0"
"09/04/2008","6.585","0"
"08/04/2008","6.592","0"
"07/04/2008","6.576","0"
"04/04/2008","6.593","0"
"03/04/2008","6.632","0"
"02/04/2008","6.583","0"
"01/04/2008","6.572","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
"","0","0"
